,value,compartment,time,network,model,N,T
51,0.027089164334266294,vaccinated,30.0,DISTANCED_pre,SEIVR,10004,150
52,0.035385845661735305,vaccinated,40.0,DISTANCED_pre,SEIVR,10004,150
53,0.04318272690923631,vaccinated,50.0,DISTANCED_pre,SEIVR,10004,150
54,0.0506797281087565,vaccinated,60.0,DISTANCED_pre,SEIVR,10004,150
55,0.05627748900439824,vaccinated,70.0,DISTANCED_pre,SEIVR,10004,150
56,0.062275089964014395,vaccinated,80.0,DISTANCED_pre,SEIVR,10004,150
57,0.06847261095561775,vaccinated,90.0,DISTANCED_pre,SEIVR,10004,150
58,0.07506997201119552,vaccinated,100.0,DISTANCED_pre,SEIVR,10004,150
59,0.08126749300279888,vaccinated,110.0,DISTANCED_pre,SEIVR,10004,150
60,0.08676529388244703,vaccinated,120.0,DISTANCED_pre,SEIVR,10004,150
61,0.09306277489004398,vaccinated,130.0,DISTANCED_pre,SEIVR,10004,150
62,0.09846061575369852,vaccinated,140.0,DISTANCED_pre,SEIVR,10004,150
63,0.10385845661735306,vaccinated,150.0,DISTANCED_pre,SEIVR,10004,150
64,0.0,removed,0.0,DISTANCED_pre,SEIVR,10004,150
65,0.0059976009596161535,removed,10.0,DISTANCED_pre,SEIVR,10004,150
66,0.023590563774490203,removed,20.0,DISTANCED_pre,SEIVR,10004,150
67,0.056077568972411035,removed,30.0,DISTANCED_pre,SEIVR,10004,150
68,0.1089564174330268,removed,40.0,DISTANCED_pre,SEIVR,10004,150
69,0.17363054778088766,removed,50.0,DISTANCED_pre,SEIVR,10004,150
70,0.23470611755297882,removed,60.0,DISTANCED_pre,SEIVR,10004,150
71,0.2837864854058377,removed,70.0,DISTANCED_pre,SEIVR,10004,150
72,0.3162734906037585,removed,80.0,DISTANCED_pre,SEIVR,10004,150
73,0.33716513394642145,removed,90.0,DISTANCED_pre,SEIVR,10004,150
74,0.35035985605757697,removed,100.0,DISTANCED_pre,SEIVR,10004,150
75,0.3557576969212315,removed,110.0,DISTANCED_pre,SEIVR,10004,150
76,0.358656537385046,removed,120.0,DISTANCED_pre,SEIVR,10004,150
77,0.3595561775289884,removed,130.0,DISTANCED_pre,SEIVR,10004,150
78,0.3599560175929628,removed,140.0,DISTANCED_pre,SEIVR,10004,150
79,0.3602558976409436,removed,150.0,DISTANCED_pre,SEIVR,10004,150
0,0.9893042782886845,susceptible,0.0,DISTANCED_pre,SEIVR_Q,10004,150
1,0.9619152339064374,susceptible,10.0,DISTANCED_pre,SEIVR_Q,10004,150
2,0.9223310675729708,susceptible,20.0,DISTANCED_pre,SEIVR_Q,10004,150
3,0.8676529388244703,susceptible,30.0,DISTANCED_pre,SEIVR_Q,10004,150
4,0.8048780487804879,susceptible,40.0,DISTANCED_pre,SEIVR_Q,10004,150
5,0.7459016393442623,susceptible,50.0,DISTANCED_pre,SEIVR_Q,10004,150
6,0.6936225509796081,susceptible,60.0,DISTANCED_pre,SEIVR_Q,10004,150
7,0.6507397041183527,susceptible,70.0,DISTANCED_pre,SEIVR_Q,10004,150
8,0.6219512195121951,susceptible,80.0,DISTANCED_pre,SEIVR_Q,10004,150
9,0.5987604958016793,susceptible,90.0,DISTANCED_pre,SEIVR_Q,10004,150
10,0.578968412634946,susceptible,100.0,DISTANCED_pre,SEIVR_Q,10004,150
11,0.5664734106357457,susceptible,110.0,DISTANCED_pre,SEIVR_Q,10004,150
12,0.5571771291483406,susceptible,120.0,DISTANCED_pre,SEIVR_Q,10004,150
13,0.5485805677728909,susceptible,130.0,DISTANCED_pre,SEIVR_Q,10004,150
14,0.5425829668132747,susceptible,140.0,DISTANCED_pre,SEIVR_Q,10004,150
15,0.5348860455817673,susceptible,150.0,DISTANCED_pre,SEIVR_Q,10004,150
16,0.010695721711315474,exposed,0.0,DISTANCED_pre,SEIVR_Q,10004,150
17,0.010695721711315474,exposed,10.0,DISTANCED_pre,SEIVR_Q,10004,150
18,0.01639344262295082,exposed,20.0,DISTANCED_pre,SEIVR_Q,10004,150
19,0.023690523790483805,exposed,30.0,DISTANCED_pre,SEIVR_Q,10004,150
20,0.026789284286285485,exposed,40.0,DISTANCED_pre,SEIVR_Q,10004,150
21,0.028288684526189524,exposed,50.0,DISTANCED_pre,SEIVR_Q,10004,150
22,0.022990803678528588,exposed,60.0,DISTANCED_pre,SEIVR_Q,10004,150
23,0.019992003198720514,exposed,70.0,DISTANCED_pre,SEIVR_Q,10004,150
24,0.012594962015193922,exposed,80.0,DISTANCED_pre,SEIVR_Q,10004,150
25,0.008896441423430627,exposed,90.0,DISTANCED_pre,SEIVR_Q,10004,150
26,0.0070971611355457815,exposed,100.0,DISTANCED_pre,SEIVR_Q,10004,150
27,0.004198320671731308,exposed,110.0,DISTANCED_pre,SEIVR_Q,10004,150
28,0.0025989604158336665,exposed,120.0,DISTANCED_pre,SEIVR_Q,10004,150
29,0.001999200319872051,exposed,130.0,DISTANCED_pre,SEIVR_Q,10004,150
30,0.0005997600959616154,exposed,140.0,DISTANCED_pre,SEIVR_Q,10004,150
31,0.0004998000799680128,exposed,150.0,DISTANCED_pre,SEIVR_Q,10004,150
32,0.0,infected,0.0,DISTANCED_pre,SEIVR_Q,10004,150
33,0.011495401839264294,infected,10.0,DISTANCED_pre,SEIVR_Q,10004,150
34,0.02069172331067573,infected,20.0,DISTANCED_pre,SEIVR_Q,10004,150
35,0.03618552578968413,infected,30.0,DISTANCED_pre,SEIVR_Q,10004,150
36,0.04468212714914034,infected,40.0,DISTANCED_pre,SEIVR_Q,10004,150
37,0.047481007596961215,infected,50.0,DISTANCED_pre,SEIVR_Q,10004,150
38,0.047780887644942024,infected,60.0,DISTANCED_pre,SEIVR_Q,10004,150
39,0.040683726509396244,infected,70.0,DISTANCED_pre,SEIVR_Q,10004,150
40,0.03278688524590164,infected,80.0,DISTANCED_pre,SEIVR_Q,10004,150
41,0.025089964014394242,infected,90.0,DISTANCED_pre,SEIVR_Q,10004,150
42,0.018092762894842063,infected,100.0,DISTANCED_pre,SEIVR_Q,10004,150
43,0.012694922031187526,infected,110.0,DISTANCED_pre,SEIVR_Q,10004,150
44,0.009696121551379448,infected,120.0,DISTANCED_pre,SEIVR_Q,10004,150
45,0.0059976009596161535,infected,130.0,DISTANCED_pre,SEIVR_Q,10004,150
46,0.0038984406237505,infected,140.0,DISTANCED_pre,SEIVR_Q,10004,150
47,0.0023990403838464614,infected,150.0,DISTANCED_pre,SEIVR_Q,10004,150
48,0.0,vaccinated,0.0,DISTANCED_pre,SEIVR_Q,10004,150
49,0.009196321471411436,vaccinated,10.0,DISTANCED_pre,SEIVR_Q,10004,150
50,0.018392642942822873,vaccinated,20.0,DISTANCED_pre,SEIVR_Q,10004,150
51,0.026089564174330268,vaccinated,30.0,DISTANCED_pre,SEIVR_Q,10004,150
52,0.035285885645741706,vaccinated,40.0,DISTANCED_pre,SEIVR_Q,10004,150
53,0.042483006797281085,vaccinated,50.0,DISTANCED_pre,SEIVR_Q,10004,150
54,0.048980407836865254,vaccinated,60.0,DISTANCED_pre,SEIVR_Q,10004,150
55,0.057177129148340666,vaccinated,70.0,DISTANCED_pre,SEIVR_Q,10004,150
56,0.06357457017193123,vaccinated,80.0,DISTANCED_pre,SEIVR_Q,10004,150
57,0.06927229108356657,vaccinated,90.0,DISTANCED_pre,SEIVR_Q,10004,150
58,0.07666933226709316,vaccinated,100.0,DISTANCED_pre,SEIVR_Q,10004,150
59,0.0817672930827669,vaccinated,110.0,DISTANCED_pre,SEIVR_Q,10004,150
60,0.08686525389844062,vaccinated,120.0,DISTANCED_pre,SEIVR_Q,10004,150
61,0.09246301479408237,vaccinated,130.0,DISTANCED_pre,SEIVR_Q,10004,150
62,0.09726109556177528,vaccinated,140.0,DISTANCED_pre,SEIVR_Q,10004,150
63,0.10355857656937226,vaccinated,150.0,DISTANCED_pre,SEIVR_Q,10004,150
64,0.0,removed,0.0,DISTANCED_pre,SEIVR_Q,10004,150
65,0.006697321071571371,removed,10.0,DISTANCED_pre,SEIVR_Q,10004,150
66,0.02219112355057977,removed,20.0,DISTANCED_pre,SEIVR_Q,10004,150
67,0.04638144742103159,removed,30.0,DISTANCED_pre,SEIVR_Q,10004,150
68,0.08836465413834466,removed,40.0,DISTANCED_pre,SEIVR_Q,10004,150
69,0.13584566173530588,removed,50.0,DISTANCED_pre,SEIVR_Q,10004,150
70,0.18662534986005597,removed,60.0,DISTANCED_pre,SEIVR_Q,10004,150
71,0.23140743702518993,removed,70.0,DISTANCED_pre,SEIVR_Q,10004,150
72,0.26909236305477807,removed,80.0,DISTANCED_pre,SEIVR_Q,10004,150
73,0.29798080767692925,removed,90.0,DISTANCED_pre,SEIVR_Q,10004,150
74,0.319172331067573,removed,100.0,DISTANCED_pre,SEIVR_Q,10004,150
75,0.3348660535785686,removed,110.0,DISTANCED_pre,SEIVR_Q,10004,150
76,0.3436625349860056,removed,120.0,DISTANCED_pre,SEIVR_Q,10004,150
77,0.3509596161535386,removed,130.0,DISTANCED_pre,SEIVR_Q,10004,150
78,0.3556577369052379,removed,140.0,DISTANCED_pre,SEIVR_Q,10004,150
79,0.358656537385046,removed,150.0,DISTANCED_pre,SEIVR_Q,10004,150
